Opinion,Brand,Body
neu,twt,"RT Is @Wahooly the long awaited way to make clear the ROI of #Twitter? http://t.co/rjY5WGr0 #socialmedia /via @socialmedia2day #gosocial
"
irr,msf,"http://t.co/VgMYdlDS found article on Heise.de #Microsoft kündigt #offiziellen SQL Server Treiber für Linux #an
"
pos,ggl,"Are you using #Google+ and #Linkedin yet? These are essential tools to get your company and/or you on the FIRST page of Google. Contact...
"
pos,apl,"Oh no! @Apple watch out! @Motorola released another """"iPhone Killer"""".... Hahahahaha! @Motorola = #wannabe
"
neu,msf,"New #70-680 #Exam #Questions are available @techxams http://t.co/S0VxsRuU #Microsoft
"
neu,ggl,"#Google officially announces Ice Cream Sandwich http://t.co/5pgXdJJa #android
"
irr,twt,"#Twitter #Pause Cenare :9
"
neu,ggl,"Discover #Keywords & #Business Critical Information to be No 1 on #Google read aspenIbiz #blog post http://t.co/Rotiieo0
"
irr,twt,"vo sair daki do #twitter já :) só vo ver uns videos aki , e já to indo ,
"
irr,twt,"C meus amigos do #Twitter a maioria do Brasil eu tenho dificuldade p um chat qdo trabalho se madrugada! #horariodeverao no!!!
"
neu,msf,"Pinball FX2 offers free 'Paranormal' table starting next Wednesday http://t.co/vYXqUbJg #microsoft #pinball_fx_2
"
pos,apl,"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.
"
neu,msf,"Ballmer: We’re beating Google in the cloud http://t.co/YFAmguRF #ballmer #google #microsoft #cloud
"
irr,apl,"Chill lol RT @apple: 😂😂😂😂😂😂😂😂 RT @Styl_Standin: What is imessage??
"
neu,twt,"RT @twinkleG_ray: Quit acting all hard. It's only #twitter
"
neu,msf,"#Microsoft #Wireless #Keyboard 3000 Review http://t.co/C4GOy04V #wirelesskeyboardandmouse #mousecombos
"
neu,apl,"Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich
"
irr,twt,"@AndhixD yaaa hehhe q habras echo toda la tardee mmm no no maaal maaal! Haha oye algo le pasa a mi #twitter ☹
"
irr,ggl,"RT @juank3946: #IceCreamSandwich presenta #AndroidBeam, una herramienta para transferir archivos con solo juntar 2 teléfonos #Android #G ...
"
neu,twt,"Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 21
"
neu,ggl,"#google's galaxy #nexus just came out with #anroid4.0. http://t.co/p5kuIoox
"
neg,msf,"I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes.
"
neg,msf,"With #Windows 8, #Microsoft can't forget past antitrust issues http://t.co/z4jWLQVu
"
neu,twt,"facebook oof , #twitter of... night night every1!
"
neu,apl,"Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
"
neu,apl,"RT @Apple Yea, our stores are open 7 days a week RT @Wasalu_Flora Me too? RT @DJ_BMONEY iPad ..+ iPhone 4s..= My Christmas gifts to my self.
"
neg,ggl,"@kursed #Google is terrible at presentations. Hated the terrible camera interference from the huge screen behind the speakers. #headache
"
irr,twt,"Shit! Que la gente no sabe que existe #Twitter cambian de estado en #BBM y en #FB mas que el pañal de un recien nacido.!
"
irr,ggl,"Le Galaxy Nexus a l'air bien sympa et #ICS bien repensé. Reste à voir les tests ... #google #android
"
irr,msf,"Vers 1e +grde accessibilité o dernier outil #IT. C la new orientation stratégique ke prend #Microsoft #Maroc http://t.co/C864evTj #twittoma
"
irr,twt,"#twitter sos un vicioooooo
"
irr,twt,"Me identifico mas con #TWITTER q con #FACE xq aqui puedo expresar todo lo q siento x #JUSTIN sin temor a ser criticada!!
"
neu,msf,"RT @technabob: Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have you… http://t.co/PJpFeyTF
"
neu,msf,"#Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech
"
pos,ggl,"WOW the new #Google #Nexus is just beautiful. totally gonna boost google's market share in the smart phone market.
"
neg,msf,"RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail
"
neg,apl,"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!
"
neu,twt,"Lmao. RT @MissAyunnaaa Well that's my que, bye #Twitter , #oomf finna start quotin lines from #ATL lol
"
neu,ggl,"#Android #Google Samsung Galaxy Nexus release details still in short supply http://t.co/s6A7Y9WT #DhilipSiva
"
pos,msf,"“@sinanaral: Check out the new #Microsoft #faculty fellows here: http://t.co/2oeNsVG8 poised to change the world!” Go @jure !
"
pos,twt,"RT @TheSoap88: #Twitter is interesting 24hrs a day. #Facebook is interesing 2hrs a day.
"
neg,apl,"@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.
"
neu,apl,"Now who can guarantee that @apple hd nothing 2 do with @Blackberry RIM server failure?!Days after, over 4million iPhone 4S sold in 3days!?!
"
neu,msf,"#Microsoft Hints at Windows Phone #Apps from Indian Publishers and Services http://t.co/VYA3ed6h #wp7 #windowsphone #msft
"
neu,msf,"Listening to this, how much do #Microsoft miss Bill Gates? http://t.co/H4OuzdOk He is a genius, as was Jobs. Bill saw it, but Steve made it.
"
neg,apl,"Damn it @Apple!! Whatchu done to my phone??
"
neu,apl,"RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!
"
irr,twt,"@melo_gabby Sao os assuntos mais comentados do mundo no #Twitter. Mas o que eu queria que vc visse, nao ta mais la.
"
pos,apl,"Awesome service from the @apple store in pc. Thanks chris!
"
neu,twt,"#Twitter honey i don't freaking know anymore &gt;&lt;""""
"
neu,twt,"RT @Charlielace Instead of updating your #Twitter why don't you update your life!
"
pos,msf,"Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/7YvJMHnQ
"
irr,twt,"tempat asik buat curhat #twitter
"
neu,apl,"ok @apple, now we got our iOS5 and #icloud, can we please have #LogicX
"
irr,msf,"#Microsoft presenta un teclado #touch sobre cualquier superficie http://t.co/mU1FdIhF
"
irr,apl,"@pnt21 ドンマイー@(・●・)@Apple社保証薄いから気をつけてね
"
irr,msf,"#Microsoft adquiere #Skype por un monto $8500 millones - http://t.co/jZr2WTCE
"
pos,ggl,"Oh yes, and now - The Android Beam! Alright, I made the right decision to be on Team #Google, Team #Android!
"
neu,twt,"“@Free_Nuttball #fuckyoumean #Pittsburgh don't got the best #twitter.”
"
irr,msf,"Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2...
"
neg,ggl,"Why is #Google advertising Adwords Express on #Bing? Hmmm, I know Ballmer is happy :-D. #Google, your already a monopoly.
"
irr,ggl,"TIPP: Kostenlose Google +1 und FB-Likes - Free Google +1 and FB-Likes - http://t.co/eNfReVk3 #GooglePlus #Google+1 #Facebook #Likes
"
neg,apl,"Sorry @apple, but #iMessage will never be what #BBM is. Disappointed.
"
neg,apl,"@APPLE Wow @MOTOROLA Just crushed your dreams....
"
neg,apl,"@Apple Siri is down!
"
neu,twt,"U put w/eva comes to mind on #twitter but let me try n do it ima be a rat or something smh the nerve of dese #NIGGAS!!!!'
"
irr,ggl,"RT vers @FuturKing &gt; @FTTank Voici un très bon résumé de l'annonce du #GalaxyNexus de #Google http://t.co/ueCURyDX
"
irr,twt,"Disculpame #twitter te e tenido algo avandonado este dia
"
neu,twt,"37 Ways to Use #Twitter for Business	http://t.co/MT9RdrCz
"
irr,ggl,"#Google The Annie Duke Texas Hold-Em Poker Tournament to Gain Homeless Youth And Domestic Violence Vi... http://t.co/wSGk5WAj #wikileaks
"
neu,twt,"#Twitter Off!
"
neu,msf,"Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/KFwQ8r4T #Technology #Microsoft #Nokia
"
neu,ggl,"http://t.co/pUvXwjjc Is it #Google #bookmark or #links that bring site #traffic blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy
"
irr,ggl,"@nandokanarski PUTZ, que bela MERDA... #Google #Android #fail
"
neu,apl,"#SteveJobs memorial at the Leawood @Apple store. http://t.co/UVgb05G6
"
neu,apl,"@Apple store dude """"i hear an accent where ru from?"""" me """"no from ct, but ur not 1st 2 tell me that"""" dude """"maybe its... http://t.co/93Ztje8p
"
neu,twt,"my phone is off......thank GOD.# FUCK SPRINT . IM ON #TWITTER 2NITE #LINAS
"
neu,apl,"Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal. http://t.co/65HPp0tu
"
neg,twt,"Thank you #twitter for not giving me the 10 tweets that have been tweeted at me in the past 3 days! Lol #blameitontheiphone #ineedtoupdate
"
neu,msf,"#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ
"
pos,msf,"Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft
"
irr,msf,"Windows Phone News: Nokia, Sony und kommende Updates - Windows-News: http://t.co/BlU7a24D #wp7 #nokia #microsoft
"
irr,twt,"No sé que haría sin #Twitter. Bueno sí, probablemente mis tareas. :)
"
pos,ggl,"have to finish faster the only way is to google it!!!! #google :D
"
irr,ggl,"android beam スゲー　#google #android
"
pos,ggl,"New Galaxy Nexus: Video looks awesome! #nexus #samsung #google #android bit.ly/nEJbyE
"
neg,twt,"So my mentions don't work? And my TL don't be wanting to update. Is #twitter moving servers or doing maintenance?
"
irr,twt,"só vejo @DadynhaSantos dando #RT em conversas no #twitter --'
"
neu,twt,"He Like Kissing The Little Pink Puss Lls #Twitter This After Dark
"
irr,apl,"Como puedo checar mi correo si tengo cuenta @apple.com?? :S osea no q onda con eso!! jajaja
"
neu,msf,"Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched
"
neu,apl,"Another shrewd business model move by @Amazon http://t.co/OQJRRYFq Rooting for the dark horse in the @facebook @google @apple war? #tech
"
irr,twt,"jajajaja ;) ps q mas se hace En #Twitter @PilarGarciaM
"
neu,msf,"Set up an environment where you get innovation. Share those expectations with your suppliers. #SIGSource #Microsoft
"
irr,twt,"probando la videollamada en facebook......buenooooo en esto si le ganaron a #Twitter........
"
neu,apl,"@nansen @apple I have not heard of that. Hubby had no problems- I have not done it yet.
"
pos,ggl,"@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook
"
neu,twt,"Hates facebook whores #twitter
"
neu,ggl,"@rohit_bmw Rohit, thanks for being part of my #google+ network!
"
neu,msf,"@bitwizards I'm Chillin in #Microsoft Commons at #CIO Summit http://t.co/kj890KmF
"
pos,msf,"RT @Logic2020: Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech http://t.co/fmzFWgYv #babygeeks ...
"
irr,twt,"Hasta mañana mi gente linda de #Twitter y #Facebook sweet dream &lt;3
"
neu,twt,"My cuz @Robbase101 is new to #twitter drop him a follow and show him some love. Esp if you like #Canes #Jets #Yankees & #Knicks #sports
"
neu,twt,"I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/eM2yDlRs
"
neu,twt,"My #twitter age is 2 years 0 days 3 hours 31 minutes 17 seconds. Find out yours at http://t.co/xNCmtWWb #twittertime
"
neg,apl,"If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats
"
irr,twt,"Vuelvo a el #Twitter hasta el 07/11/2011 by _ @LLLF_
"
pos,ggl,"Data Usage feature looks amazing and useful! #Google #GalaxyNexus
"
irr,msf,"Povidani s #Microsoft o #Azure. V Evrope uz je data centrum i v Amsterodamu, chysta se v Nemecku a Rusku. V kazdem pres 250 000 serveru.
"
irr,twt,"@tryladis bienvenida a #Twitter que bueno tenerte por aquí, esto es genial :)
"
neg,apl,"dear @apple, why you gotta go change the way &lt;input type=""""number""""&gt; is handled out of the blue?
"
neu,twt,"BRB #twitter;p
"
pos,msf,"#Microsoft store here I come to spend my hard earned cash. #vslive
"
neu,ggl,"#Android #Google First Official Galaxy Nexus / Ice Cream Sandwich Promo Video With Feature Highlights... http://t.co/LtrC34VG #DhilipSiva
"
neu,msf,"#Microsoft Announces New “Playful Learning” Titles - Wired News : http://t.co/nN8oietT #av
"
neu,msf,"#OmniTouch #Microsoft http://t.co/qwk0YUrH via @youtube
"
neu,ggl,"#Samsung, #Google Android 4 reveal: Live Event Blog by #engadet http://t.co/DL68lKQU
"
pos,ggl,"ICS looks quite impressive. What an achievement. Way to go Google! #IceCreamSandwich #Google
"
irr,ggl,"Das neue #Google #Galaxy #Nexus haut mich nicht so sehr vom Hocker. Ist meiner Meinung nach nur ein wenig besser als das #SGS2.
"
irr,msf,"RT @ShariPaul_Kofax: @tomcastiglia Great job today! Engaging presentations from @HersheyTech #Kofax and @Collabware at the #Microsoft T ...
"
neu,msf,"#Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes, You’re Lucky” » http://t.co/pxHqdSav
"
irr,ggl,"i-nexus Named as One of The Telegraph's Top 1000 - Free PR Site (press release) http://t.co/J4AHo3Aa #nexus #one #google
"
irr,ggl,"Android fanatlarinin gozu aydin olsun :) new Android 4.0 Ice Cream Sandwich cixdi :) #android #samsung #google
"
irr,twt,"Use o Twitter Profissionalmente! ~ Dicas E-Commerce e Renda Extra!: http://t.co/k6yAfacy #Twitter #Blog #Ecommerce #Brasil #Marketing
"
irr,twt,"- Pasen Buenas Noches #Twitter'OFF ♥
"
neu,msf,"“@GeeCloud: Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit” @SoftlinePastel
"
pos,apl,"I &lt;3 @apple http://t.co/ondXWpEr
"
irr,twt,"#Fcbk empieza a agregar nuevas aplicaciones volviendose cada vez mas obsoleto y aburrido... #Twitter es mejor que #fcbk #hedicho #jum
"
neu,msf,"Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit
"
pos,ggl,"I cannot wait for a new #ICS phone!!! #Google #android
"
irr,ggl,"AsiaClassifiedToday: YHOO Q3 Conf Call: $20.4B Asian Assets, $19.5B Market Cap - Barron's (bl... http://t.co/nc7hVH84 #asia #google #ads
"
pos,msf,"#Microsoft Bing is The New King of Search, Tipped #Google Search http://t.co/61OgLIKA
"
irr,msf,"RT @ZiOu333: Et Sony se fait encore pirater !! C'est la fête du slip chez eux. Faudrai peut-être acheter un pare-feu ?! #Sony Vive #Micr ...
"
neu,ggl,"#Google #Wallet in action http://t.co/ifVLo71k
"
neg,apl,"Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs
"
neg,msf,"Screened by RepRisk – #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft
"
irr,ggl,"#android El nuevo Android de Google: Galaxy Nexus con Ice Cream Sandwich 4.0: Menuda madrugada del 19 de... http://t.co/wjCcDIAb #google
"
irr,twt,"@crucius89 miiiiiiiiiiiiiiira la rotita tenia #twitter aunque esta novata aun
"
neg,apl,"@Apple can suck my dick gotta restore my ipad #annoyed
"
neu,msf,"#Microsoft Takes a Shot at the #Wii in Their Newest #DanceCentral 2 Ad [Video] http://t.co/A8tlwr3o #Kinect #games
"
neu,apl,"New phone is @apple, too bad im not going to get it till tommorrow, dont feel like driving to the mall AND GG is on tonight!!!
"
neu,ggl,"Samsung, Google Unveil Latest Android OS, Phone - PCWorld #google
"
irr,ggl,"#samsung и #google представили новый смартфон galaxy nexus #autofollow
"
neu,apl,"Attending #mobilemem , listening to James Kelley from @apple .
"
neu,twt,"@IamTinaThompson @JudgeGregMathis is on #twitter also!!
"
neu,twt,"#Twitter'Offf :D
"
neu,msf,"#SteveBallmer just called me a """"Computer Scientist"""" :) http://t.co/u1zmU9Ih #Microsoft #Android
"
pos,apl,"Thank you @apple. My new gf(iphone4s) is great! She does everything!
"
neu,apl,"RT @gustaav0: @apple store soh
"
neu,twt,"- My Cute Friend @MelodyBtcc Finally Got A #Twitter :)
"
irr,twt,"@maffer_rdz jajaja asu encerio qe si me ganas yo no tantos y eso qe casi odo el dia checo #Twitter :D
"
irr,msf,"RT @NielsMoelard: Ik zoek een paar nieuwe collega's. Interesse? Kijk op onze site voor actuele #Microsoft #vacatures bit.ly/phUYrg RT = ...
"
pos,msf,"Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores: Microsoft's retail stores ar... http://t.co/r2RndN6Y
"
neu,msf,"#stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)
"
neg,msf,"Oh how much do I loathe #microsoft??? An hour to 'configure updates' which it is then unable to do so another 20 mins 'reverting changes'...
"
irr,twt,"@mnoo_ana @g6wa1998 Etha Nim. w blyala tbon #twitter :p
"
irr,ggl,"RT @google_topic: Samsung、Android 4.0搭載のGoogleブランド端末「GALAXY Nexus」を発表 - ITmedia http://t.co/t0CrKsoo #google
"
irr,ggl,"caramba a galera da #google mandou muito bem no novo #android novidades na app da camera estão d+ #soudev \o/ quero o novo Google Nexus :D
"
irr,twt,"Me estoy jeteando, pero no puedo dejarte, #Twitter
"
neu,ggl,"#Google's open source search to end: http://t.co/h8PYttyr
"
irr,twt,"@diegomendesr_ popularizar o #twitter ?? Tipo ter seguidores é isso???
"
irr,msf,"Microsoft OmniTouch, cuando cualquier superficie puede ser una """"pantalla táctil"""" http://t.co/ZvZxxzUl #Microsoft #OmniTouch #evento
"
neu,twt,"RT @yaksys: My #twitter age is 1 year 243 days 22 hours 31 minutes 44 seconds. Find out yours at http://t.co/dniOkchP #twittertime
"
neu,apl,"@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!
"
neu,msf,"Any surface touch http://t.co/ymNtCIKG #Microsoft #Technology
"
neu,apl,"@Apple has a pic of Steve Jobs on their home page. #Honor
"
neu,ggl,"G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/3ze3feV4
"
neu,msf,"Ballmer On Not Buying #Yahoo: “Sometimes You’re Lucky” http://t.co/7ButjnVO &gt; most interesting part = nascent #Microsoft cloud leadership
"
neu,twt,"RT @iLoveMyTats: Lmao. RT @MissAyunnaaa Well that's my que, bye #Twitter , #oomf finna start quotin lines from #ATL lol
"
neu,twt,"#twitter I hope all of you never stop dreaming! Because dreams fuel your soul! I love dreaming big and seeing what happens!
"
irr,ggl,"#Tyfusverspreiding zichtbaar op #Google #Earth http://t.co/49jIucI9 #nuandroid
"
irr,twt,"YouTube SEO: It's time for another excerpt from the second edition of Music 3.0: A Survival Gui... http://t.co/ePAgAnJB #twitter #news
"
neu,apl,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/nDRpciY9 #PampersHelloApps
"
neg,ggl,"Why is #Google whoring for SAMSUNG? #ICS
"
neu,twt,"@StaceHendrix Pls let us know if you need help w/ music marketing promo. We got #Twitter & #Youtube on lock. http://t.co/EWFffl35
"
neu,ggl,"#iCloud isn't all that useful except for the backup feature. I use #google for most of my syncing. #photostream is a mess. #ios5 #iphone4s
"
irr,msf,"RT @Jadishmedia: La última campaña de Microsoft es una “sopa boba” que vende todo y nada a la vez http://t.co/xOmLCEgl #marketing #microsoft
"
neu,twt,"i aint did shit on #twitter untill every girl of #http://t.co/STr7gO6W following me #goalset lol
"
irr,msf,"ZappTek iPDA v4.5.1 http://t.co/JBs0dUyq #ipad #microsoft #mp4
"
neu,ggl,"Samsung Galaxy Nexus: Android 4.0 Smartphone Unveiled : http://t.co/b5jmtr1L #android #google #mobile #news
"
irr,apl,"さっきスパルガ先生とラーメン屋でmodaについて語っていた@modalnho""""ショウケース@apple store 銀座"""" 記録 / starring:ichiro_,REPEAT PATTERN,COFFEE SHOPS,moda → http://t.co/zbI6rZ5s
"
irr,apl,"to reiniciando meu computador. ó as idéia @apple
"
neg,twt,"#Twitter is messed up followers keep switching to same numbers -___- #FIXIT!
"
pos,apl,"RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE
"
irr,twt,"Abonnez vous @TunisieNews2011 et Suivez toute l' #actualité sur #Twitter | #Tunisie #TunisieNews #News
"
pos,ggl,"really digging the #UI of of """"#Quick #Response"""" from #Google android great for politely declining calls lol
"
neu,twt,"@BADDchikkENT See What I Mean #Twitter o_O
"
pos,ggl,"http://t.co/QV4m1Un9 Forget the phone.. Nice UI. Liking the Scroll Feature #android #google #nexus
"
irr,msf,"#Microsoft #Werk Citrix-Microsoft Specialist - NB-Den Bosch, Zoek je een technisch uitdagende, high profile, groeipo... http://t.co/TsGcOIHX
"
irr,msf,"Conoce Microsoft Dynamics Nav, Software una completa gestión integrada de tu negocio http://t.co/oK70bVgk #navision #microsoft
"
neu,apl,"@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???
"
irr,ggl,"Уже 14 версия плагина #Android для #Eclipse вышла, а подгружать апдейты для sdk в фоне они так и не научились. #Google вперде!!!
"
neu,twt,"Thanks Irma @TellJuicy """"TWITTER 4 BUSINESS"""" November 16 http://t.co/gOrDf5dj @KingstonCC #Twitter #Melbourne #Business
"
irr,ggl,"Der langsame Tod von SEO?? #Google -Suche für eingeloggte User verschlüsselt - http://t.co/1Gop6W4r #socialmedia #marketing #search #seo
"
pos,ggl,"This Data Usage feature looks amazing on ICS. #android #samsung #google #GALAXYNexus
"
irr,msf,"RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/kWfptH4P (Please RT ;)
"
neu,apl,"@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
"
pos,apl,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.
"
neg,apl,"@apple If you want to know what customers think dont send updates with the """"noreply"""" return address. Who invented that anyway. #useless
"
neu,twt,"RT @OKadeState: @Paigemorse1 tweeted! Its official she is still alive #Twitter
"
pos,apl,"@Apple downloads of iOS 5 are proving popular with users -- http://t.co/NSHLfiUX
"
irr,twt,"o #TWITTER é #FODA - Esposa defende Luis Fabiano no Twitter - Jogo Aberto 18/10/2011 =&gt; http://t.co/QdFWoDMD o bixo pegou!
"
pos,apl,"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices. I was talking about desktop app.
"
neu,apl,"@KeepnUpWitTBoyd @AppStore @iTunesMusic they fixed a bug Thursday after I had done my update? Thus my issue, spent Fri @apple #iOS5
"
irr,msf,"Hallelujah! RT @sammydekeijne Voor links van Martin #Microsoft zijn QR codes dan weer wel handig..in een publiek zoals dit althans :) #AUGNL
"
neu,msf,"Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5KfqKfgo #microsoft
"
neg,msf,"#Microsoft knows how to kick off an opening, but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w
"
irr,msf,"סטיב באלמר מבטיח לנו """"כמה"""" מכשירי חלונות פון בשבוע הבא http://t.co/GHBZfbX3‏ ‏ #Nokia ‎#microsoft #windowsphone
"
irr,twt,"Nunca comprendí para que sirve el #Twitter
"
pos,msf,"@guardiantech I love the """"And now it is looking to China:"""" Apple funds sweatshops there while Gates funds a foundation #apple #microsoft
"
neu,apl,"POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
"
neg,apl,"@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT APPLE }:0( #itjustworks
"
irr,twt,"@Jerryfolio Bienvenido a #twitter
"
irr,msf,"booooa tarde, sai da aula da #microsoft e agora to aqui na @Escola_Saga ; D
"
neu,ggl,"Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/iUi7JtCM
"
pos,apl,"New iOS 5 update is THE BEST. iloveyou @apple
"
pos,apl,"@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN
"
irr,apl,"querida @apple, até quando o steve vai ficar na sua pagina inicial?
"
neu,twt,"RT @frizzy_drizzy: @iTaylor_Simpson u post on #twitter to much like ery 5 sec #Damn
"
neu,ggl,"#Android #Google Three UK to carry Samsung Galaxy Nexus http://t.co/Lt4m2HH4 #DhilipSiva
"
neu,msf,"1st public test release for the Roslyn project. http://t.co/0j9ly9Y8 giving APIs to the C# compiler (and visual basic but ..;). #microsoft
"
irr,msf,"RT @ihaberplus: Dijitalde 4 ödül Türkiye'nin! #microsoft #bug #yahoo http://t.co/xwm15RVQ
"
pos,msf,"#microsoft #research shows #Holodesk. Awesome!!! The holodeck is one step closer! bit.ly/pCMJON #kinect /via @dvroegop
"
irr,ggl,"「益若つばさ」「塩麹」「マツコ富士」など、最新のGoogle急上昇ワードとそれに関連するAmazon商品はこちらでチェック！→ http://t.co/pjCyxd9J #google #amazon
"
irr,twt,"@AndeersonF_ è Nóis Indicar eu ai no teu #twitter Pra Galera Seguir Pode Ser ' ?
"
neu,msf,"@grumbledook still poor central management from Apple then? #microsoft
"
irr,ggl,"#Google La recherche cryptée étendue à tous les utilisateurs connectés à un service Google via @commentcamarche http://t.co/5d4YG4pa
"
irr,apl,"@heidiknyc @apple @Badog420 Cute dinner when ur back from shanghai xx
"
neg,msf,"It baffles me that Steve Ballmer can be a CEO of a company, let alone a giant like #Microsoft - The guys a moron.
"
irr,ggl,"Deep Linking Plugin - Black... http://t.co/RnF3cNu8 #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning
"
pos,apl,"Bravo, @Apple! http://t.co/BgoTzj7K
"
neg,apl,"Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.
"
neu,apl,"#iPhone4S in #Space http://t.co/glOaXhLe via @youtube #nasa @apple
"
pos,twt,"#twitter addict :)
"
irr,ggl,"Lucha de Titanes: Las tres mejores alternativas a #Google Earth http://t.co/Jy0Ipy9A #Linux
"
irr,msf,"#Facebook facts: algunos de lis primeros usuarios corporativos incluía a #Microsoft y #Mac.
"
irr,ggl,"Der langsame Tod von SEO?? #Google -Suche für eingeloggte User verschlüsselt - http://t.co/czsosVGp #socialmedia #marketing #search #seo
"
neg,msf,"Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations
"
pos,ggl,"Probably the best #IceCreamSandwich (yet)! #Samsung and #Google's event live blog by @engadget! Why haven't I switched to #Android again?
"
irr,twt,"Ninguem fala cmgo no #Twitter!
"
irr,ggl,"Chrome Experiment – WebGL Bookcase, biblioteca infinita de Google Books http://t.co/HrLLVlIK #Google #Chrome #GoogleChrome #Software
"
irr,msf,"Director de #Microsoft admite que fue afortunado el escape de la compra de Yahoo! http://t.co/ZX3dLElI
"
neu,msf,"OmniTouch from #Microsoft makes every surface a #Touchscreen | #gadgets http://t.co/sSUrPnve
"
irr,ggl,"“@rianru: #Google и #Samsung представили новую версию операционной системы - Android 4.0 Ice Cream Sandwich http://t.co/HvtFSCXz” сэндвич!?
"
neg,apl,"@Apple why my new iMac is so slow for web browsing? My previous Snow MB was faster! on the same Cable home network. Please help.
"
neu,msf,"New Microsoft Security Essentials v2.1 Released with updated Antimalware Engine http://t.co/2etgYjEZ #Microsoft #SecurityEssentials #Windows
"
neg,apl,"Ok Hindi keyboard in #iOS5 is something to cheer about. But @apple what about support for 20+ missing Indian languages!? #FAIL
"
irr,twt,"@Victorafrosan X. G. R. ? No pues ni el nombre de tu novia me se como para tener su #Twitter
"
neu,twt,"#Twitter'OFF
"
